compound_id,smiles,n_confs,temperature_K,aq_psa3d,mem_psa3d,delta_psa3d,psa3d_std,psa3d_spread,bw_psa3d,norm_delta_psa,tpsa_2d,ensemble_energy,pop_lowest_pct,unique_confs,error
P.dA.dL.Bn_Gly.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,658.0,298.15,99.3866,55.7649,43.6217,9.1903,43.6217,68.066,0.043785,177.32999999999998,0.466,52.231,658.0,
L.Me_dL.L.L.dP.meY,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,4681.0,298.15,119.3215,66.9284,52.3931,9.9203,52.3931,90.3455,0.051976,168.46,0.657,33.93,4681.0,
Pr_Gly.L.L.P.meL.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,3499.0,298.15,83.1119,57.388,25.7239,4.4415,25.7239,74.6812,0.027158,148.23,0.389,62.062,3499.0,
dP.Me_dA.meL.L.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,2442.0,298.15,89.3383,57.1981,32.1402,6.4792,32.1402,78.3286,0.033789,168.54,0.559,42.67,2442.0,
P.meA.meL.Me_dL.P.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,3925.0,298.15,88.5312,43.5403,44.9909,6.1772,44.9909,70.8102,0.044308,150.96,0.805,12.69,3925.0,
meA.Me_dL.Me_dL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2274.0,298.15,59.3795,35.5034,23.8761,6.1169,23.8761,48.0463,0.025787,139.44,0.343,42.314,2274.0,
dP.bHph.Bn_Gly.L.P.dL.F,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,2281.0,298.15,111.386,47.3887,63.9973,11.3161,63.9973,60.0262,0.062858,177.32999999999998,0.41,58.134,2281.0,
P.dA.Bn_Gly.bHph.P.meL.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1814.0,298.15,103.193,51.6263,51.5667,9.9103,51.5667,73.3935,0.049721,168.54000000000002,0.525,10.305,1814.0,
P.meA.L.meL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2514.0,298.15,97.0007,49.2762,47.7245,9.2531,47.7245,65.5986,0.048711,168.54,0.53,26.453,2514.0,
A.Me_dL.dL.dP.meL.F,CC(C)C[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,689.0,298.15,75.0025,39.3396,35.6629,8.4301,35.6629,69.896,0.039099,148.23,0.45,45.064,689.0,
Nal.cHexCH2_Gly.meL.Nle.dP.Pr_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CCC)C(=O)[C@H]2CCCN2C1=O,6948.0,298.15,80.1862,43.049,37.1372,7.2466,37.1372,62.0899,0.035557,139.44,0.948,11.573,6948.0,
dP.Pr_Gly.L.Me_dL.dP.Bn_Gly.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,1233.0,298.15,103.1263,40.9579,62.1684,10.5574,62.1684,57.1865,0.059727,159.75,0.454,46.954,1233.0,
dP.meA.Bn_Gly.Bn_Gly.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,865.0,298.15,91.0084,41.1653,49.8431,10.9631,49.8431,67.8709,0.049539,159.75,0.702,20.005,865.0,
dP.dA.dL.bHph.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,938.0,298.15,100.5407,29.6064,70.9343,19.8532,70.9343,38.682,0.069099,186.12,0.553,24.178,938.0,
P.A.L.Me_dL.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,2412.0,298.15,90.2644,55.4675,34.7969,7.1564,34.7969,79.2469,0.03499,168.54000000000002,0.636,3.762,2412.0,
A.Me_dL.bHph.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,1180.0,298.15,89.7293,43.1762,46.5531,11.9133,46.5531,49.6816,0.049712,157.01999999999998,0.708,10.355,1180.0,
Me_dA.dL.bHph.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,1985.0,298.15,84.3292,42.4249,41.9043,9.5594,41.9043,55.0362,0.046328,157.02,0.388,65.159,1985.0,
dP.Pr_Gly.dL.dL.P.dL.F,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,5746.0,298.15,107.0733,48.6102,58.4631,14.0069,58.4631,100.2436,0.058696,177.32999999999998,0.215,70.749,5746.0,
meA.dL.L.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,2898.0,298.15,73.0954,31.4674,41.628,6.3997,41.628,53.7843,0.044759,148.23000000000002,0.532,29.732,2898.0,
P.Me_dA.Me_dL.Bn_Gly.dP.meL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,4340.0,298.15,86.4416,42.532,43.9096,9.8429,43.9096,69.8521,0.043568,150.96,0.716,36.504,4340.0,
P.A.meL.Me_dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,4703.0,298.15,81.9635,29.1643,52.7992,9.4061,52.7992,59.0165,0.053351,159.75,0.759,13.758,4703.0,
A.Mono40.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,4847.0,298.15,116.9352,55.4127,61.5225,15.8777,61.5225,59.3287,0.06347,175.07999999999998,0.427,49.804,4847.0,
P.dA.Me_dL.dL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1887.0,298.15,81.7962,40.6036,41.1926,7.7072,41.1926,47.5289,0.042819,177.32999999999998,0.22,69.631,1887.0,
A.Mono39.meL.Nle.dP.Bn(4-Cl)_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccc(Cl)cc2)C(=O)[C@H]2CCCN2C1=O,5111.0,298.15,103.2792,43.489,59.7902,10.468,59.7902,68.2499,0.057516,148.67000000000002,0.7,31.545,5111.0,
P.Pr_Gly.meL.bHph.P.meL.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,2715.0,298.15,92.4909,52.8369,39.654,6.5302,39.654,70.6346,0.037677,159.75,0.314,64.949,2715.0,
bHph.Bn_Gly.bHph.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,723.0,298.15,88.7774,35.5744,53.203,11.0597,53.203,76.478,0.050339,157.01999999999998,0.58,24.186,723.0,
L.Me_dL.iBu_Gly.L.dP.meY,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)CN(CC(C)C)C(=O)[C@@H](CC(C)C)N(C)C1=O,4015.0,298.15,120.5523,74.283,46.2693,8.7232,46.2693,97.9356,0.047623,159.67,0.521,51.264,4015.0,
meA.Me_dL.L.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2794.0,298.15,94.4362,49.4038,45.0324,10.5778,45.0324,64.2465,0.049081,148.23,0.641,34.331,2794.0,
A.L.Bn_Gly.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1529.0,298.15,100.8777,49.7234,51.1543,12.5129,51.1543,78.4128,0.055253,148.23000000000002,0.539,54.469,1529.0,
bHph.dL.Bn_Gly.P.meL.F,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,745.0,298.15,79.2012,28.0436,51.1576,10.4409,51.1576,34.4811,0.049384,148.23000000000002,0.546,46.898,745.0,
L.dNva.Cha.Cha.dP.F,CCC[C@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC2CCCCC2)NC1=O,7374.0,298.15,101.2277,43.4394,57.7883,9.07,57.7883,73.9909,0.055542,165.81,0.952,11.872,7374.0,
P.Pr_Gly.dL.meL.P.Bn_Gly.F,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,5202.0,298.15,93.2952,54.9414,38.3538,8.2122,38.3538,81.5345,0.037351,159.75,0.95,17.889,5202.0,
dP.A.meL.meL.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,818.0,298.15,91.2233,56.3711,34.8522,6.7167,34.8522,66.2006,0.035925,159.75,0.743,13.226,818.0,
P.Me_dA.Bn_Gly.meL.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3333.0,298.15,91.2933,44.6418,46.6515,12.0688,46.6515,77.2498,0.04562,159.75,0.792,17.82,3333.0,
dP.Pr_Gly.Bn_Gly.bHph.P.L.F,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,1246.0,298.15,105.5848,41.3091,64.2757,10.3814,64.2757,63.4749,0.061673,168.54,0.731,36.889,1246.0,
P.A.L.L.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,4337.0,298.15,114.9941,59.2347,55.7594,13.0037,55.7594,96.9147,0.05612,177.33,0.35,73.131,4337.0,
Pr_Gly.L.Bn_Gly.P.dL.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,2795.0,298.15,93.5614,38.7164,54.845,10.6506,54.845,62.4677,0.058105,148.23,0.413,46.218,2795.0,
P.Me_dA.Me_dL.Bn_Gly.dP.dL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,1716.0,298.15,90.2588,57.0321,33.2267,5.9659,33.2267,77.0414,0.034311,159.75,0.428,43.065,1716.0,
dP.A.dL.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,1592.0,298.15,90.0314,49.9838,40.0476,7.5139,40.0476,59.7523,0.040891,168.54000000000002,0.407,42.092,1592.0,
bHph.meL.Bn_Gly.P.meL.F,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,1958.0,298.15,75.976,20.8266,55.1494,14.3184,55.1494,31.754,0.053748,139.44,0.477,58.273,1958.0,
P.Pr_Gly.meL.L.P.dL.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,8044.0,298.15,91.8865,64.9056,26.9809,6.4178,26.9809,85.0657,0.026845,168.54,0.767,23.616,8044.0,
A.L.dL.dP.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,880.0,298.15,111.7532,50.1505,61.6027,18.2534,61.6027,77.2438,0.072066,157.02,0.38,19.933,880.0,
dP.meA.dL.bHph.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1363.0,298.15,100.7745,18.7462,82.0283,17.0538,82.0283,75.6955,0.086312,177.33,0.301,39.127,1363.0,
dP.dPye.L.dL.L.L,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,2475.0,298.15,73.7043,54.9377,18.7666,3.4612,18.7666,61.751,0.019284,186.12,0.855,2.866,2475.0,
A.Bn_Gly.Bn_Gly.P.Bn_Gly.F,C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C1=O,131.0,298.15,94.8543,62.3207,32.5336,7.6166,32.5336,87.9996,0.034096,139.44,0.459,65.918,131.0,
dP.Pr_Gly.L.dL.P.dL.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,4090.0,298.15,102.4316,47.3094,55.1222,12.3588,55.1222,78.3884,0.055427,177.32999999999998,0.137,80.781,4090.0,
P.A.Bn_Gly.bHph.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1734.0,298.15,104.4044,62.9736,41.4308,9.4559,41.4308,78.196,0.039139,168.54000000000002,0.513,11.69,1734.0,
Mono14.A.F.P.meI.P,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2csc1n2,716.0,298.15,139.5215,82.1649,57.3566,9.4027,57.3566,130.2855,0.064948,161.12,0.73,14.695,716.0,
bHph.meL.Bn_Gly.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,1062.0,298.15,79.1897,39.7833,39.4064,7.7596,39.4064,57.6113,0.038606,148.23,0.325,30.799,1062.0,
P.A.dL.meL.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2222.0,298.15,120.7823,50.1138,70.6685,11.4938,70.6685,69.6253,0.073446,177.32999999999998,0.073,93.103,2222.0,
Me_dA.L.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,4397.0,298.15,91.9957,48.0819,43.9138,7.1326,43.9138,72.914,0.046981,139.44,0.809,8.514,4397.0,
dP.bHph.L.meL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3118.0,298.15,90.244,47.6535,42.5905,9.2649,42.5905,67.6079,0.040455,177.32999999999998,0.318,60.024,3118.0,
Nal.cHexCH2_Gly.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,6415.0,298.15,89.3314,39.6101,49.7213,9.5628,49.7213,52.6361,0.044879,157.26,0.805,23.408,6415.0,
P.bHph.dL.bHph.P.dL.F,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,3016.0,298.15,99.1556,47.732,51.4236,10.4075,51.4236,85.5241,0.046709,186.12,0.469,55.734,3016.0,
F.3-pyridylethyl_Gly.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,5472.0,298.15,106.6277,48.3417,58.286,10.584,58.286,73.9301,0.056015,170.14999999999998,0.627,21.88,5472.0,
A.Mono40.meL.Nle.dP.Mono42,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](C)NC(=O)CN(CCN2CCOCC2)C(=O)[C@H]2CCCN2C1=O,6410.0,298.15,124.1434,77.8067,46.3367,11.9878,46.3367,82.1691,0.045779,169.72999999999996,0.8,26.957,6410.0,
Me_dA.meL.Me_dL.dP.dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,3120.0,298.15,92.5099,38.6174,53.8925,9.4603,53.8925,74.4985,0.056771,139.44000000000003,0.394,47.079,3120.0,
Pr_Gly.Me_dL.Bn_Gly.dP.dL.F,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,3174.0,298.15,81.6583,47.3982,34.2601,8.1597,34.2601,60.1848,0.036388,139.44,0.535,54.759,3174.0,
dA.meL.Bn_Gly.dP.meL.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,2473.0,298.15,88.817,51.3155,37.5015,8.3552,37.5015,84.3131,0.041551,139.44000000000003,0.749,11.212,2473.0,
dP.dA.dL.Bn_Gly.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,576.0,298.15,95.0397,50.4495,44.5902,9.9272,44.5902,66.9233,0.046549,177.32999999999998,0.361,51.596,576.0,
Pr_Gly.Me_dL.Me_dL.P.dL.F,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,2492.0,298.15,85.4744,38.2403,47.2341,7.9155,47.2341,54.5177,0.049041,139.44,0.374,65.499,2492.0,
L.Me_dL.meS.L.dP.meY,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,4202.0,298.15,122.8624,82.8214,40.041,9.0467,40.041,99.2006,0.042227,179.89999999999998,0.582,21.444,4202.0,
dP.bHph.dL.L.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,1906.0,298.15,84.91,39.1058,45.8042,12.0095,45.8042,49.5325,0.043256,177.33,0.259,70.412,1906.0,
dP.meA.L.dL.dP.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1346.0,298.15,105.8658,64.0578,41.808,6.9696,41.808,90.1815,0.042797,168.54,0.354,35.7,1346.0,
dP.Pr_Gly.Bn_Gly.meL.dP.L.F,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,3345.0,298.15,91.6537,49.2137,42.44,7.599,42.44,76.2065,0.041816,159.75,0.292,64.815,3345.0,
P.A.Me_dL.L.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,2321.0,298.15,108.517,67.269,41.248,9.113,41.248,104.7244,0.040242,168.54,0.567,33.145,2321.0,
